annual_revenue,years_in_business,avg_monthly_profit,num_employees,sector,owner_age,has_existing_loan,credit_score,label
20589.940287815938,7,82926.86751280012,15,agri,50,1,696,0
148877.62823708233,3,1366.168464612547,11,tech,44,0,665,0
44158.04899001011,3,21580.144330587944,9,retail,49,0,720,0
317957.35494722665,3,69203.40052375438,10,services,25,0,673,1
234825.56621873754,7,-2182.2239723834346,5,retail,39,0,631,0
63584.19509642825,6,92580.38696682539,9,services,33,1,625,0
97356.33495197052,4,53537.75230409955,11,retail,54,0,692,0
56431.708001001934,6,92387.52721375557,9,retail,41,0,556,1
152866.59665206732,9,27653.39423755701,5,tech,38,0,614,1
423006.2868727234,5,30314.850572223895,6,retail,29,0,496,0
60734.911116219795,3,81024.58993165616,11,services,29,0,679,1
269425.31739706575,11,41108.819729071794,7,retail,28,0,695,1
95773.60285011376,6,12772.355455485429,16,services,47,0,596,0
73653.51656557276,6,66844.1593361527,13,services,45,0,573,1
146234.9187392745,8,2228.8166341518336,7,services,42,0,716,1
57800.78741014843,3,93264.02788126381,7,manufacturing,47,0,600,1
93559.29586585163,7,55526.25327953428,13,tech,31,1,695,0
49124.938998557656,6,23310.305493615768,15,retail,21,1,649,0
1160922.0672821677,5,84355.64170944694,10,agri,46,0,612,1
168596.49777969695,5,84883.56175456612,12,services,39,1,690,0
80843.8254789111,8,50111.97227874118,12,retail,48,1,652,0
201587.7220377572,7,118262.26171078668,15,retail,44,0,754,1
145462.2599714851,8,117570.34387944275,15,services,39,1,598,0
130487.19788919445,3,59700.45968910044,10,tech,42,0,557,1
300789.72153448325,7,81962.18305382272,17,services,54,1,648,0
347148.4266732074,8,89264.15673350495,9,retail,37,0,683,1
95750.28201735037,4,15952.296434787882,11,manufacturing,47,1,636,0
91508.00734073973,4,58601.48793668056,10,services,43,0,775,1
123617.61163956206,8,29544.923673306326,9,agri,23,0,734,0
16286.28848033824,4,25312.953289270146,8,agri,26,0,613,0
35768.000711340814,6,53648.20443708391,13,retail,39,0,654,1
638498.2843462881,2,55902.237813578075,10,tech,35,0,523,1
843206.962105206,4,1639.7118922519915,7,services,30,0,723,0
126875.80333259505,4,60311.45822761149,9,retail,50,0,602,0
289687.18954597047,6,42471.56616975944,10,services,25,0,663,1
222181.55780005132,8,91937.56743775295,8,retail,38,0,631,1
3537323.0852816985,6,84881.317808179,18,services,31,0,545,1
498607.70909517887,7,24319.74542161427,19,services,54,0,708,1
143212.15461731525,9,89381.85113415642,14,tech,65,0,575,1
62596.18166114872,10,66078.66027330427,11,manufacturing,36,0,613,1
32648.483280715685,6,43451.570415554044,17,manufacturing,48,0,709,1
199478.87816895958,8,34634.63043481015,11,manufacturing,52,0,582,1
76393.2220591423,8,15570.608034036928,13,services,48,0,754,1
39251.553043001586,8,13460.064783309457,7,services,47,0,580,0
85257.13748092121,6,-4813.86818722399,12,manufacturing,22,0,568,0
55185.30573560406,6,50626.45188564397,10,retail,51,0,653,1
879528.8409601924,4,-11801.648509195926,14,retail,43,0,764,0
393029.4234779313,10,24004.522669733382,18,agri,37,0,649,0
161462.36471758873,3,69705.48572988958,13,tech,39,1,718,0
714933.0199454133,4,94797.9446566255,6,retail,42,1,556,0
175846.7766542867,8,15547.559760904145,13,manufacturing,37,1,624,0
68783.2681377089,7,68288.23181454162,4,manufacturing,36,0,628,1
746479.9801150816,4,40709.45251171149,16,agri,30,0,561,0
278984.0926773418,5,34513.81605930608,9,retail,45,1,538,0
57685.080315582454,4,54640.01210223351,16,manufacturing,38,0,633,1
134545.98586306802,4,30354.609411356792,11,services,32,0,760,1
67804.35782820516,7,47474.73953580396,14,agri,40,0,665,0
40831.13854907497,5,52128.08114233357,13,retail,40,0,602,0
410929.7472207785,5,84817.43530714014,11,retail,45,0,507,1
1098456.5767834391,6,91324.87713406484,15,services,39,1,623,0
40192.36881767149,6,32043.61544325049,13,retail,46,1,619,0
285777.62051063555,5,41901.79317136907,6,agri,37,0,676,0
84910.87286950184,3,74126.33095008934,9,agri,37,1,632,0
99994.91525578512,6,44571.09428267287,15,retail,42,0,694,1
90003.70145649888,5,71429.89707456916,7,retail,43,0,703,1
68597.35323024682,5,77065.9911741222,9,retail,52,0,645,1
170846.6463159933,8,80575.54561584939,9,services,50,0,646,1
70901.71374948534,5,52633.302545635976,11,services,39,0,652,1
213300.4098180343,9,15095.63213518703,10,agri,25,0,527,0
154780.2875391614,9,44962.518209966955,14,retail,46,0,700,1
128162.20319589005,3,34781.47506000985,16,retail,45,0,768,0
65672.55190522973,5,73314.16843960817,7,tech,42,1,654,0
91420.83352984897,7,95764.11265079735,10,tech,47,1,595,0
346414.4694840035,4,96609.01185896194,11,retail,36,0,649,1
268583.51506085496,4,76565.75612902919,14,manufacturing,24,0,619,1
61233.19694642083,5,21956.548799384,12,services,31,1,651,0
179751.8028738476,8,92094.64547103405,15,tech,11,1,628,0
345030.16375716025,4,62795.68694967294,8,services,44,0,499,0
30656.338386107705,6,25256.65920878016,8,tech,39,0,656,1
280228.3799515981,6,75857.82660790208,6,manufacturing,48,0,805,1
83899.60974835162,3,43368.53951995468,10,retail,47,0,556,0
287966.2799030126,3,-8486.030534120651,13,retail,35,1,726,0
75867.28505013858,6,20591.37347786394,15,services,31,0,678,0
26772.16210802817,7,48040.29433161765,18,tech,32,1,585,0
31966.941258744937,6,46857.213531321504,23,retail,59,0,555,0
170772.05707025662,7,18051.392974039638,14,services,38,0,668,1
211023.01909009676,5,72532.18158624369,5,services,37,0,675,1
65886.13968306842,6,65592.99685967683,15,retail,42,0,544,1
308227.20197978587,7,6927.121403180729,4,services,24,0,714,1
30899.0258880714,4,129001.6989718493,9,agri,36,0,615,1
152347.625939128,5,13562.360498347964,24,manufacturing,31,1,684,0
48483.741806279475,8,36267.61409033082,8,services,29,0,699,1
84809.58891353436,6,61262.12293928351,16,manufacturing,37,0,712,1
170654.90062326848,9,36363.44445758958,10,manufacturing,40,0,580,1
68843.19317550318,2,93628.29294306402,9,services,27,0,790,1
110795.83427252494,8,44741.321266170395,10,tech,36,0,585,1
445206.19314499816,5,22348.446918523383,18,manufacturing,40,0,712,1
91409.8144222561,9,68435.60137025737,11,services,44,0,615,1
375379.2443063531,9,-36982.30601979665,14,services,37,1,653,0
52590.62470764576,4,66014.570337884,18,retail,43,0,641,1
276455.2321834598,2,88697.745528009,14,retail,36,0,682,1
688016.8587813355,6,-19200.166412103084,8,agri,52,0,723,0
13743.970528066964,6,37879.920182202404,9,manufacturing,45,0,607,1
73357.84600589903,7,614.6586884850658,11,retail,33,0,588,0
289836.46444066457,8,50393.85854533107,8,retail,35,0,505,1
132847.1653791096,5,117305.61118989554,8,retail,43,0,662,1
235895.89725710786,8,56878.18862380256,6,services,34,0,638,1
88966.46796514746,10,43442.1036104739,8,agri,20,1,657,0
177475.84381848486,5,-34731.198664889234,11,services,42,0,642,0
139291.30862536788,3,16816.32699219491,8,services,36,0,703,0
523232.9534998816,5,46009.43252676926,10,services,46,0,614,1
209907.20756341756,3,52794.747870417734,10,services,40,0,674,1
228114.4286487297,8,60293.45839118281,8,services,46,0,647,1
107809.71283166895,9,73042.84088549363,10,retail,65,0,582,1
99946.84522788497,7,22829.949930229493,12,agri,52,1,601,0
105602.97394126985,7,51202.69586330665,20,retail,36,0,714,1
241458.31835573458,6,35110.775683630265,11,services,44,0,707,1
106832.29198102457,9,21849.690802024514,10,agri,41,0,701,0
217461.01170122586,5,23844.223389557796,6,retail,42,0,638,0
1296787.7443147239,5,66226.05335635747,7,services,24,0,492,1
388918.35001354956,5,-26926.807694944742,15,retail,50,1,533,0
117474.48826370225,6,-5652.1024816917125,9,retail,16,1,631,0
541021.2965245703,2,145015.7043204,12,services,39,1,543,0
108220.34151923686,6,30064.815896914082,8,services,22,0,730,1
21202.52303835835,6,94065.93021788617,10,manufacturing,32,0,593,1
59391.93306149559,5,48060.22867822453,19,tech,42,1,630,0
25064.507459455905,7,33152.80531871139,10,manufacturing,48,1,771,0
114517.91080168211,6,69715.94848519168,10,manufacturing,50,0,722,1
165780.2473512445,5,52417.78657941896,13,services,38,1,674,0
870164.2903410274,3,44627.78023018237,12,agri,49,1,665,0
225692.19338835377,5,48680.18977092402,15,services,39,0,597,1
130731.31575638491,5,61821.00514902414,7,agri,32,0,703,0
373026.8131576485,5,29353.776205062208,11,retail,43,0,664,0
17834.047515141177,4,35544.18455038564,10,retail,30,1,640,0
205996.52075877227,4,20673.92919507558,13,agri,38,0,694,0
351816.5640490991,4,13776.329556895858,8,manufacturing,35,0,696,1
37101.53989063071,3,105502.50034631709,17,tech,24,0,582,1
510810.5430547254,9,22812.42975550082,16,agri,43,0,714,1
228318.39600826023,6,79957.85328321024,11,tech,41,0,644,1
107442.60597828316,6,39325.12763320856,13,agri,51,0,655,0
306441.41253093624,8,66214.28588057405,16,agri,21,0,557,1
1576460.7453819802,1,49942.49137610092,10,services,32,1,560,0
195216.84689635652,7,-3738.3792077936296,13,services,51,0,548,0
208609.75535527014,2,50868.42562937837,3,services,45,0,817,1
102810.1230557265,1,68171.74882525166,7,manufacturing,47,0,808,1
69574.65519697257,6,21350.544006683536,9,retail,54,0,530,0
373373.97733692144,7,119651.44256937312,13,manufacturing,32,1,543,0
69141.89865302588,2,74365.72243006591,6,manufacturing,31,0,614,1
174829.45541024074,6,74629.08331729284,10,agri,48,0,727,1
100946.15685556491,6,77815.15091603772,12,tech,46,0,693,1
262755.65890957834,7,-20021.16451866903,12,agri,38,0,801,0
227217.29954339637,5,71145.92830443209,9,agri,38,1,628,0
459337.23877201247,5,118282.37053482998,10,retail,30,0,601,1
97731.9299727594,3,72782.41322665446,10,agri,55,0,653,0
124259.20984422442,6,42116.135691586926,13,services,60,1,637,0
61159.24309920795,9,16540.438077621486,7,tech,51,0,648,1
104370.95844556962,7,13644.372538444959,13,manufacturing,46,0,657,1
237352.22375808685,7,10041.95247723887,11,agri,45,0,798,0
346968.2709782845,6,37987.06395048807,20,retail,43,1,658,0
64720.59051379887,3,17955.97303987416,11,retail,22,1,575,0
388328.1156408814,3,45440.784984371334,11,retail,35,0,629,0
631364.0135610561,5,56118.16068279668,10,agri,48,0,700,1
246085.64462914574,8,-1595.284115431015,10,agri,31,0,692,0
1063202.1542334561,9,27047.306348211165,12,manufacturing,41,0,688,1
75072.59073512975,4,32628.50820556589,11,manufacturing,51,1,531,0
46879.94713990866,5,31782.13293879692,17,manufacturing,51,0,540,0
27481.81387065069,6,50537.45233481384,16,manufacturing,49,0,640,1
726536.725137569,10,53743.46790177935,6,services,42,0,681,1
313127.4754297401,8,37271.26161102625,13,retail,47,0,591,1
153954.95353438682,5,29826.214064473643,11,services,37,0,754,1
215338.96054558613,6,49381.59422228299,9,agri,57,0,687,0
52812.91028089172,4,93268.89944509922,16,services,24,0,613,1
1878063.9298353589,5,6336.32189445942,16,retail,40,0,844,1
185205.47844167115,7,83950.5749075217,11,manufacturing,35,0,617,1
181569.68431181082,3,990.0711583901423,16,agri,46,0,624,0
336302.59832112014,9,60855.017305333175,11,agri,36,0,620,1
263289.4382620708,6,81488.38384910532,8,services,64,0,652,1
203594.18946527454,5,10294.869420972465,10,services,49,0,574,0
73830.37745694895,8,60522.81074330417,11,services,30,1,701,0
260789.37212138934,7,18612.514103569476,9,agri,13,0,711,0
1068775.861115191,8,85109.47176804548,15,retail,28,1,696,0
624945.7007566371,5,1997.5558695606521,13,retail,45,1,618,0
800655.9647756659,4,23225.807445085044,12,services,37,0,618,0
97614.79251484395,9,53941.39504755094,10,manufacturing,34,1,692,0
60499.79041157345,7,71344.2136214894,18,manufacturing,32,1,665,0
143517.61796202915,4,52781.507073166074,19,manufacturing,48,1,593,0
172081.74633642714,6,64854.21945402951,17,manufacturing,36,0,508,1
486110.63376642956,7,33523.50077666131,10,manufacturing,35,0,622,1
29957.511405676458,4,17266.803017094393,10,retail,49,0,686,0
751292.4878665118,7,93938.3805093926,11,services,55,0,684,1
138967.04552092144,3,64962.94560469634,10,services,28,1,543,0
106204.19947131633,4,35367.950132813065,14,retail,51,0,708,0
59153.771248181925,7,387.42994751554517,13,retail,38,0,779,0
31105.60565710929,5,86695.19353156239,17,retail,49,1,625,0
370708.22771222575,6,87930.63096509398,18,services,46,1,635,0
175135.9778005955,3,43476.06640890904,10,agri,40,0,613,0
44803.39067544764,4,30181.61625897683,12,tech,40,1,625,0
44574.678401674886,6,42221.108938220124,14,services,46,0,734,1
116333.3784931763,6,43676.37426264287,14,manufacturing,29,0,595,1
863735.2051476281,5,73086.10743484096,14,agri,28,1,666,0
125543.63277402215,6,15864.210946981251,7,tech,60,1,630,0
36201.54392918609,9,32491.863106894467,9,manufacturing,51,0,663,1
127294.29089724105,7,44489.94787534345,8,manufacturing,49,0,629,1
123905.74446365157,4,57751.718330014024,8,agri,38,0,707,0
10972.126233596415,6,75991.37370426067,7,services,23,0,722,1
154153.6534241736,6,59329.41703980203,11,tech,34,0,676,1
129193.35922099154,7,102563.13338556133,12,services,44,0,634,1
326506.9013409178,4,20253.602425721936,14,agri,51,0,705,0
1034011.1268251252,5,93849.07064642232,15,manufacturing,44,0,597,1
502105.24572968506,5,21383.753833032548,7,services,44,1,680,0
124381.82028816285,5,38140.89753322042,10,tech,38,0,613,1
53823.96490276487,3,61616.69203754633,16,services,46,1,665,0
2133682.2548523783,7,85336.10248526208,18,manufacturing,30,0,582,1
172683.96898231943,5,38190.36564765014,17,agri,41,0,732,0
165037.7132492983,12,61775.44754240077,14,manufacturing,37,0,562,1
158875.30256155884,5,40531.28650980021,13,manufacturing,54,1,640,0
198408.78672246035,6,-18866.95132455056,14,services,11,1,546,0
140876.59707145218,3,48846.925479598256,7,retail,38,0,731,0
91705.53287496757,4,12754.11876893546,6,retail,42,0,758,0
94196.75940572488,6,88144.67194652384,9,agri,21,0,566,1
157510.3941674128,6,88352.18881772051,13,retail,47,0,672,1
94520.80319329335,7,24920.069346753116,9,services,38,0,629,1
79790.06024310921,5,20309.14281447044,19,services,30,0,685,0
181032.2059222648,13,31130.587723855555,7,agri,50,0,760,1
126124.24639569444,1,65971.84167080736,15,retail,32,0,676,0
732334.7437237777,6,66090.83607906064,9,tech,48,0,596,1
11487.677195399856,4,152241.5211753798,13,tech,41,0,601,1
484807.3390477447,3,40739.61284298443,15,services,35,0,625,0
565850.5025336122,4,52741.08993190147,5,retail,29,0,599,0
20467.832115333982,3,107951.99014009284,15,retail,32,1,703,0
115533.10669460204,4,58590.23563139958,17,manufacturing,48,0,709,1
112258.45593134902,6,17357.72981856899,15,manufacturing,51,0,738,1
39834.486269949026,6,60258.97939769836,10,agri,46,0,620,0
74770.8447872742,10,71144.45938675498,15,retail,39,0,730,1
53606.42206537298,6,39749.143634241314,10,retail,46,0,767,1
938718.0467734737,6,73858.38971947126,11,retail,43,0,557,1
414852.53268981,3,71188.70168300661,13,agri,33,1,615,0
580447.7659845786,7,36246.647935357396,16,manufacturing,30,1,642,0
334928.40248621145,5,96551.08978993312,10,retail,36,1,707,0
52625.08724169671,7,26492.620839151463,15,services,33,0,743,1
96324.66904962523,3,63119.35334974163,8,agri,41,0,528,0
265501.1792378042,8,31936.58251314183,12,retail,56,0,603,0
47947.991454759205,8,-787.2313733421211,15,tech,42,0,730,1
332035.91845772404,6,60751.159342425875,7,services,54,0,590,1
127985.80033201193,8,107879.83958966895,18,tech,40,1,705,0
111879.6694101371,8,48384.76780814155,10,agri,38,0,690,1
331359.7652560704,6,5197.24820358102,7,retail,24,0,704,0
253790.22310767137,12,56661.7417558035,12,services,46,0,705,1
113440.50962069834,5,25439.51374515909,14,services,33,0,620,0
518829.09093796456,4,81613.76472010597,6,agri,31,0,631,1
55212.05921250739,10,43140.96750611334,16,retail,29,0,625,1
301322.261416482,10,-3176.8702616015876,13,services,43,0,665,1
294519.7250615056,7,65255.719547877656,14,retail,34,1,500,0
119426.16110658998,6,56266.32927351022,7,retail,56,0,683,1
225512.98563742032,1,41003.65017150128,15,manufacturing,51,0,770,1
46578.13125610212,4,18835.920610464218,12,manufacturing,34,0,663,0
410046.9807073142,7,103674.1219028354,10,manufacturing,16,1,641,0
135279.4426454579,9,36442.74404278393,11,services,41,0,655,1
96497.94381475622,5,76912.94514189189,15,services,36,1,687,0
464635.83436234057,4,36102.14320402956,20,agri,48,0,730,0
80471.334712003,6,70424.72627518262,8,services,40,1,645,0
39796.67733078647,4,51603.56497281909,10,manufacturing,51,0,638,1
34316.13142309334,6,50840.44375870704,13,services,44,0,553,1
298346.2343680351,3,25205.788461785014,11,tech,27,0,653,1
45232.4779948675,3,65844.33224681036,10,services,32,1,565,0
941090.1176901734,6,92153.70764225816,19,tech,35,1,611,0
20293.79781751165,5,18968.618535112044,12,manufacturing,38,0,711,1
887759.692049952,10,25031.4972006918,13,manufacturing,37,0,721,1
200991.41349585078,6,138337.3887216039,10,retail,47,0,682,1
147751.47054256953,10,19951.944779396257,11,retail,45,0,735,1
94379.66475440463,6,33362.68946546414,8,agri,35,0,534,0
242591.95524081966,6,91511.01161688303,13,agri,46,0,763,1
156743.39141510066,4,92414.77973341366,11,services,28,0,590,1
490559.51304631674,4,-22842.492311831218,13,retail,46,1,671,0
182449.3079315065,2,72962.77741852138,10,retail,48,0,603,0
189151.15975799825,6,44149.857052973035,11,agri,42,0,671,0
113140.73754950524,3,45519.35236908529,18,services,45,0,651,0
153745.57062011768,7,84953.70750222635,19,manufacturing,46,0,729,1
221416.70960780038,5,39554.72216682861,15,retail,50,0,822,1
29431.817832929322,5,34641.48907601039,12,tech,47,0,711,1
42269.225803864974,7,40354.017261671936,15,manufacturing,52,1,641,0
342238.82601836004,5,39526.92031281107,11,services,24,0,757,1
193081.07127906816,4,60420.71039770638,7,services,41,0,531,0
135403.79452809016,8,89699.89779032038,15,agri,39,0,609,1
165782.82589668207,5,62826.55403328071,14,services,41,0,633,1
230402.18824770814,5,49614.06854100046,5,services,49,0,630,1
94867.86614190179,4,66391.6629292778,15,retail,41,0,598,0
74734.36269087018,6,73405.88393598633,14,manufacturing,40,0,698,1
197964.9462966608,6,67340.3106546577,12,manufacturing,44,1,649,0
61183.15725579078,4,29980.85186369286,15,services,24,1,640,0
244813.69109069224,7,62738.135253379885,9,services,55,0,748,1
29655.900680193576,4,-13586.55506918145,12,services,38,0,618,0
455502.1142735184,6,96017.64333472052,16,manufacturing,54,0,721,1
261084.00229932513,8,95932.4367985166,11,services,31,0,630,1
